topic,difficulty,correct,date
Information and Ideas/Inferences,h,False,2025-02-23 08:53:00
Information and Ideas/Inferences,h,True,2025-02-23 08:55:43
Information and Ideas/Inferences,h,True,2025-02-23 08:57:30
Information and Ideas/Inferences,h,True,2025-02-23 09:00:52
Advanced Math/Nonlinear functions,h,True,2025-02-24 18:14:09
Advanced Math/Nonlinear functions,h,True,2025-02-24 18:14:27
Advanced Math/Nonlinear functions,h,True,2025-02-24 18:17:36
Advanced Math/Nonlinear functions,h,True,2025-02-25 14:14:42
Advanced Math/Nonlinear functions,h,True,2025-02-25 14:18:48
Advanced Math/Nonlinear functions,h,True,2025-02-25 14:25:33
Advanced Math/Nonlinear functions,h,True,2025-02-25 14:31:07
Advanced Math/Nonlinear functions,h,True,2025-02-25 16:57:12
Advanced Math/Nonlinear functions,h,True,2025-02-25 16:58:39
Advanced Math/Nonlinear functions,h,True,2025-02-25 17:10:05
Advanced Math/Nonlinear functions,h,True,2025-02-25 17:10:47
Advanced Math/Nonlinear functions,h,True,2025-02-25 17:11:35
Advanced Math/Nonlinear functions,h,False,2025-02-26 09:34:46
Advanced Math/Nonlinear functions,h,True,2025-02-26 09:37:42
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 11:23:21
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 11:25:10
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 11:26:01
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:09:13
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:11:11
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:14:50
Geometry and Trigonometry/Right triangles and trigonometry,h,False,2025-02-26 12:17:09
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:18:35
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:19:12
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:20:59
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:36:24
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:37:27
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:44:38
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:49:11
Geometry and Trigonometry/Right triangles and trigonometry,h,True,2025-02-26 12:57:17
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:22:18
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:24:54
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:34:09
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:35:55
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:36:49
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:39:31
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:40:55
Problem-Solving and Data Analysis/Inference from sample statistics,h,True,2025-02-27 08:42:10
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 08:58:15
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:00:24
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:04:10
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:05:54
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:09:58
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:31:26
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 09:33:04
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 10:52:59
Craft and Structure/Text Structure and Purpose,h,True,2025-02-27 12:39:34
Craft and Structure/Words in Context,m,True,2025-03-02 19:13:13
Craft and Structure/Words in Context,m,True,2025-03-02 19:13:14
Craft and Structure/Words in Context,m,True,2025-03-02 19:13:14
Craft and Structure/Words in Context,m,True,2025-03-02 19:13:15
Craft and Structure/Text Structure and Purpose,m,True,2025-03-02 19:13:35
Craft and Structure/Text Structure and Purpose,m,True,2025-03-02 19:13:35
Craft and Structure/Text Structure and Purpose,m,True,2025-03-02 19:13:36
Craft and Structure/Cross-Text Connections,m,True,2025-03-02 19:14:10
Information and Ideas/Central Ideas and Details,m,False,2025-03-02 19:15:17
Information and Ideas/Central Ideas and Details,m,False,2025-03-02 19:15:24
Information and Ideas/Central Ideas and Details,m,True,2025-03-02 19:15:36
Information and Ideas/Command of Evidence(Quantitative),m,True,2025-03-02 19:15:54
Information and Ideas/Command of Evidence (Textual),m,True,2025-03-02 19:16:03
Information and Ideas/Command of Evidence (Textual),m,True,2025-03-02 19:16:10
Information and Ideas/Command of Evidence(Quantitative),m,True,2025-03-02 19:16:17
Information and Ideas/Inferences,m,True,2025-03-02 19:16:30
"Standard English Conventions/Form, Structure, and Sense",m,True,2025-03-02 19:17:08
"Standard English Conventions/Form, Structure, and Sense",m,True,2025-03-02 19:17:28
Standard English Conventions/Boundaries,m,True,2025-03-02 19:17:40
Standard English Conventions/Boundaries,m,True,2025-03-02 19:17:44
"Standard English Conventions/Form, Structure, and Sense",m,True,2025-03-02 19:17:56
Expression of Ideas/Transitions,m,True,2025-03-02 19:18:09
Expression of Ideas/Transitions,m,True,2025-03-02 19:18:19
Expression of Ideas/Transitions,m,True,2025-03-02 19:18:19
Expression of Ideas/Transitions,m,True,2025-03-02 19:18:20
Expression of Ideas/Rhetorical Synthesis,m,True,2025-03-02 19:18:38
Expression of Ideas/Rhetorical Synthesis,m,True,2025-03-02 19:18:38
Expression of Ideas/Rhetorical Synthesis,m,True,2025-03-02 19:18:39
Craft and Structure/Words in Context,h,True,2025-03-02 19:18:53
Craft and Structure/Words in Context,h,False,2025-03-02 19:18:54
Craft and Structure/Words in Context,h,False,2025-03-02 19:18:54
Craft and Structure/Words in Context,h,True,2025-03-02 19:19:05
Craft and Structure/Text Structure and Purpose,h,True,2025-03-02 19:19:13
Craft and Structure/Text Structure and Purpose,h,True,2025-03-02 19:19:40
Information and Ideas/Central Ideas and Details,h,True,2025-03-02 19:19:47
Information and Ideas/Command of Evidence (Textual),h,False,2025-03-02 19:20:20
Information and Ideas/Command of Evidence (Textual),h,False,2025-03-02 19:20:33
Information and Ideas/Command of Evidence (Textual),h,False,2025-03-02 19:20:34
Information and Ideas/Command of Evidence (Textual),h,False,2025-03-02 19:20:35
Information and Ideas/Command of Evidence(Quantitative),h,False,2025-03-02 19:21:19
Information and Ideas/Command of Evidence(Quantitative),h,False,2025-03-02 19:21:20
Standard English Conventions/Boundaries,h,True,2025-03-02 19:21:43
"Standard English Conventions/Form, Structure, and Sense",h,True,2025-03-02 19:21:52
Standard English Conventions/Boundaries,h,True,2025-03-02 19:21:58
Standard English Conventions/Boundaries,h,True,2025-03-02 19:22:02
Standard English Conventions/Boundaries,h,True,2025-03-02 19:22:06
Standard English Conventions/Boundaries,h,True,2025-03-02 19:22:11
Standard English Conventions/Boundaries,h,False,2025-03-02 19:22:18
Standard English Conventions/Boundaries,h,False,2025-03-02 19:22:19
Expression of Ideas/Transitions,h,True,2025-03-02 19:22:27
Expression of Ideas/Transitions,h,False,2025-03-02 19:22:31
Expression of Ideas/Transitions,h,False,2025-03-02 19:22:32
Expression of Ideas/Rhetorical Synthesis,e,True,2025-03-02 19:22:50
Expression of Ideas/Rhetorical Synthesis,e,True,2025-03-02 19:23:00
Expression of Ideas/Rhetorical Synthesis,h,True,2025-03-02 19:23:13
Expression of Ideas/Rhetorical Synthesis,h,False,2025-03-02 19:23:20
Expression of Ideas/Rhetorical Synthesis,h,False,2025-03-02 19:23:21
Information and Ideas/Command of Evidence(Quantitative),h,True,2025-03-02 19:40:08
